Step,100,500,750,1000,1500,2000
10000,1201.30481,1200.542969,1197.853882,1199.525024,1202.167358,1201.887451
20000,1202.955933,1202.305542,1198.187866,1197.021484,1204.188477,1203.00293
30000,1202.955933,1200.557007,1194.001099,1197.021484,1204.803589,1201.706543
40000,1202.955933,1198.038696,1192.364502,1197.541626,1204.727173,1200.916626
50000,1202.955933,1198.019897,1190.037842,1198.019775,1207.41626,1200.76355
60000,1202.955933,1198.099609,1189.778687,1198.463379,1205.407227,1200.932861
70000,1202.955933,1198.365234,1192.098145,1199.570557,1201.187134,1200.932861
80000,1202.12561,1196.105591,1191.776978,1203.005127,1200.777344,1202.239014
90000,1202.416016,1196.091187,1191.776978,1203.73645,1201.136475,1204.831543
100000,1203.056763,1196.689819,1191.776978,1205.947266,1200.056763,1203.354126
110000,1204.228394,1197.327515,1191.958374,1203.951782,1197.858154,1203.388794
120000,1208.263306,1197.951904,1191.067871,1204.637573,1198.468384,1202.701538
130000,1208.686768,1198.378662,1188.063477,1201.365112,1199.061401,1202.751343
140000,1208.686768,1200.721313,1185.550537,1199.098389,1197.241211,1202.99707
150000,1208.686768,1200.955322,1184.841553,1198.810547,1196.128052,1206.282715
160000,1209.037476,1200.955322,1186.459961,1199.330933,1196.241943,1206.159912
170000,1208.576416,1200.955322,1187.643555,1202.981323,1192.96167,1207.251831
180000,1209.939575,1200.955322,1188.139526,1203.924805,1190.435913,1208.103516
190000,1210.461548,1200.953857,1187.002075,1204.479492,1190.751343,1209.258667
200000,1212.464844,1200.051025,1186.765991,1204.479492,1187.867065,1209.100342
210000,1212.526489,1203.629028,1188.709595,1206.584595,1187.322876,1211.081055
220000,1212.175537,1204.536011,1191.294189,1205.767944,1184.926514,1211.472046
230000,1213.317505,1204.507202,1193.841064,1204.383545,1181.780396,1209.003418
240000,1214.837402,1204.432983,1191.940308,1203.346069,1181.496704,1203.29541
250000,1217.03418,1204.070435,1190.837646,1202.679688,1180.573853,1202.792114
260000,1216.479858,1205.344238,1190.801758,1201.084351,1180.458984,1202.852417
270000,1215.031128,1207.291748,1190.447266,1199.84375,1180.588867,1200.771729
280000,1214.886475,1204.722656,1187.746094,1199.822998,1179.253174,1198.952393
290000,1214.028076,1205.927002,1188.096436,1199.822998,1176.984131,1198.952393
300000,1213.502563,1206.976318,1187.036133,1199.636719,1176.984131,1198.858765
310000,1211.202271,1206.025269,1183.033081,1200.836426,1176.984131,1198.492188
320000,1210.492065,1200.69043,1185.154297,1199.233643,1176.984131,1197.191162
330000,1210.523193,1196.06543,1185.126465,1200.38916,1176.984131,1197.942383
340000,1213.082275,1196.038574,1186.619019,1199.496826,1179.410889,1202.23645
350000,1213.035889,1197.36853,1186.921143,1198.820313,1182.855591,1203.242432
360000,1213.035889,1200.231079,1187.086548,1194.756836,1184.489014,1204.821289
370000,1212.245117,1197.375366,1187.556396,1192.864502,1184.973877,1206.313599
380000,1213.058716,1197.079102,1183.050903,1192.003662,1183.576782,1208.035522
390000,1212.713745,1197.972046,1181.226318,1195.277466,1184.837036,1208.520142
