Step,100,500,750,1000,1500,2000
10000,3.295254946,3.295111179,3.29532671,3.29496789,3.295306206,3.29524231
20000,3.295279503,3.295093775,3.295277596,3.294950724,3.295284033,3.295217514
30000,3.292102098,3.295663118,3.294256449,3.290856361,3.293120623,3.292519331
40000,3.29163456,3.295636415,3.293104887,3.289999962,3.29268527,3.292491198
50000,3.290002823,3.294188261,3.291780949,3.286379814,3.290496349,3.290544033
60000,3.289749622,3.293480396,3.292276859,3.286416769,3.289871931,3.288490772
70000,3.288269043,3.293732166,3.289782524,3.283094168,3.287940264,3.285104752
80000,3.289656162,3.293675184,3.287199259,3.279954672,3.285207033,3.286151171
90000,3.289165974,3.290138483,3.282565594,3.278193474,3.284971237,3.286457062
100000,3.283211708,3.291766405,3.281281233,3.277665615,3.285790205,3.289786339
110000,3.287643194,3.289420843,3.280280113,3.27474165,3.281625032,3.289978027
120000,3.288294554,3.288424492,3.279377222,3.25033164,3.282745361,3.288021088
130000,3.280771255,3.28406167,3.279294968,3.263052464,3.274375677,3.282440901
140000,3.276772022,3.28186059,3.274387836,3.252883196,3.283628464,3.282304049
150000,3.277561903,3.274645329,3.272473335,3.252804995,3.279298067,3.28041935
160000,3.281899214,3.268526793,3.264467955,3.255627871,3.280736923,3.280205965
170000,3.275417805,3.267736435,3.266138315,3.26649189,3.278061867,3.268693924
180000,3.272587776,3.26837635,3.232738495,3.25389266,3.275084734,3.268123865
190000,3.266388655,3.272094011,3.226912737,3.243854523,3.277987957,3.272056341
200000,3.245699644,3.264827728,3.240617037,3.241718531,3.265796185,3.256425142
210000,3.248414278,3.275966644,3.274271011,3.263333082,3.254029989,3.259227276
220000,3.268260241,3.269334316,3.266926765,3.255748749,3.27026844,3.256240606
230000,3.24729991,3.26631403,3.239551067,3.243397713,3.261062384,3.263389826
240000,3.270303249,3.273982048,3.256960154,3.224014282,3.25027585,3.260355473
250000,3.244955778,3.263065815,3.228325129,3.227950096,3.252504826,3.260842085
260000,3.235992908,3.264428854,3.23558259,3.237653255,3.247855425,3.263355017
270000,3.231196165,3.27453351,3.233800888,3.210917473,3.24646616,3.254491091
280000,3.259684563,3.266801119,3.251948357,3.196316004,3.257862329,3.246535063
290000,3.256828785,3.262171984,3.254372835,3.196084499,3.245964766,3.244755507
300000,3.251732111,3.244262934,3.243619204,3.209315538,3.246225119,3.240499973
310000,3.241697788,3.261152983,3.254492521,3.233653545,3.249586344,3.24692893
320000,3.244619131,3.259043694,3.250023127,3.217254877,3.249186516,3.239917755
330000,3.240786076,3.254302263,3.257955551,3.229024649,3.243315935,3.244101524
340000,3.250434875,3.242465019,3.254113913,3.218564034,3.244604349,3.255746365
350000,3.254071474,3.24898386,3.241698503,3.212094069,3.241554976,3.250955582
360000,3.253729105,3.250880718,3.245882034,3.208741188,3.240259886,3.249186993
370000,3.253030062,3.246526718,3.240415096,3.221709967,3.241077423,3.250287294
380000,3.251073837,3.22673583,3.234206676,3.214764357,3.242472649,3.253657341
390000,3.248645306,3.232730627,3.228390932,3.199905872,3.243087769,3.256421566
400000,3.236276865,3.239898443,3.231096506,3.195939541,3.228168726,3.257148266
410000,3.242370605,3.250489235,3.233222961,3.182203293,3.237323523,3.259471416
420000,3.234983683,3.244210958,3.227078199,3.185401678,3.237385273,3.262558222
430000,3.239544153,3.2391541,3.242826223,3.211253166,3.230343103,3.257325649
440000,3.229963541,3.246553898,3.235075235,3.213504553,3.225571871,3.255452156
450000,3.223782063,3.245812178,3.241296053,3.205074549,3.227692127,3.258387804
460000,3.227054596,3.250606775,3.235833168,3.200227499,3.230348825,3.257284164
470000,3.228962898,3.249289751,3.239969492,3.182916403,3.232922316,3.252032757
