Step,0.0001,0.00015,0.0002,0.00025,0.0003,0.0005
10000,1201.74353,1199.309937,1199.068359,1204.609131,1199.746216,1201.859131
20000,1201.809082,1197.272949,1197.061279,1207.487793,1195.740479,1203.882813
30000,1201.588989,1198.152466,1197.061279,1206.491333,1194.144897,1203.882813
40000,1202.871338,1196.364502,1197.061279,1206.116211,1192.882568,1205.48999
50000,1202.871338,1196.071167,1198.585327,1208.873047,1192.865601,1202.360596
60000,1202.871338,1196.159668,1202.322998,1209.349121,1198.037842,1200.417114
70000,1204.204346,1197.0271,1202.347168,1208.720337,1197.031738,1199.883789
80000,1203.501221,1197.090332,1201.927124,1208.497192,1196.502197,1200.132324
90000,1204.495117,1196.398926,1201.927124,1207.447754,1195.893188,1200.814331
100000,1201.682739,1196.250854,1201.105469,1208.21106,1196.107544,1200.42627
110000,1202.689819,1196.250854,1200.083374,1208.21106,1196.59314,1201.809326
120000,1203.628418,1194.352905,1197.921753,1208.21106,1196.513184,1199.623779
130000,1203.592041,1190.464478,1197.921753,1207.224365,1197.791504,1200.945679
140000,1203.592041,1189.701294,1197.921753,1204.153687,1196.469238,1203.663818
150000,1203.592041,1186.857422,1197.055786,1204.637329,1194.416138,1205.369263
160000,1203.592041,1186.833374,1193.601929,1204.388062,1195.401611,1202.172485
170000,1203.592041,1185.740356,1194.151245,1203.74292,1196.453003,1201.92688
180000,1203.592041,1185.852051,1193.352661,1206.28418,1195.512451,1202.475464
190000,1203.592041,1185.852051,1190.488892,1207.647583,1198.571411,1202.328125
200000,1203.592041,1187.00293,1187.964355,1208.393188,1200.58728,1202.506348
210000,1203.549805,1190.613647,1187.723999,1210.622681,1199.896606,1199.814819
220000,1204.038452,1193.313965,1187.723999,1210.622681,1197.65625,1199.630859
230000,1198.185425,1193.313965,1190.771729,1209.679321,1195.98938,1199.490845
240000,1199.860962,1193.313965,1195.145142,1209.737915,1195.326172,1199.665405
250000,1199.000244,1195.598145,1195.046143,1209.447632,1195.108765,1198.652344
260000,1199.299561,1199.102051,1195.09729,1210.263794,1193.509766,1193.915283
270000,1198.156982,1199.350098,1195.09729,1209.10791,1195.279053,1192.780396
280000,1200.181519,1198.84021,1195.09729,1209.804443,1194.655518,1192.394165
290000,1200.529541,1196.62085,1195.450195,1210.577515,1195.053589,1193.82251
300000,1200.993774,1196.154907,1197.798828,1210.069824,1194.558228,1189.540161
310000,1202.613525,1195.270874,1199.992065,1213.114624,1191.956177,1189.588257
320000,1202.023315,1195.270874,1201.725952,1212.815063,1191.247559,1189.588257
330000,1199.700562,1195.196655,1201.865845,1210.361206,1191.255737,1190.218018
340000,1199.659058,1195.718872,1201.896362,1209.745483,1191.255737,1189.059937
350000,1199.659058,1197.07019,1199.34668,1208.572754,1191.255737,1191.719116
360000,1199.659058,1196.456177,1199.295776,1211.055298,1191.255737,1191.950195
370000,1199.55127,1194.250854,1199.794312,1212.77002,1191.255737,1191.829102
380000,1198.573486,1192.291382,1201.371216,1212.162231,1191.255737,1191.43811
390000,1199.656738,1196.421753,1203.539429,1209.100708,1190.675293,1193.118774
400000,1199.656738,1198.240845,1203.908691,1209.042114,1191.394409,1194.384521
410000,1197.274048,1198.724976,1205.963867,1209.95752,1192.180176,1190.734009
420000,1196.98999,1198.875122,1209.741821,1212.554077,1191.847778,1191.545898
430000,1198.126099,1200.98999,1209.229736,1212.793335,1193.463013,1193.123779
440000,1196.892944,1201.706787,1208.641724,1211.815674,1192.978516,1196.970093
450000,1197.576782,1200.891724,1208.151978,1209.730225,1194.608521,1200.469727
460000,1198.328613,1200.147583,1207.108032,1208.523926,1198.751343,1202.716064
470000,1200.828247,1200.630249,1206.482178,1209.556641,1199.552856,1202.746338
480000,1200.807373,1200.584717,1206.488159,1210.442139,1199.349731,1202.746338
490000,1199.06958,1200.048218,1206.504028,1209.935913,1199.349731,1203.903809
500000,1193.648926,1199.859497,1205.05127,1208.895142,1199.349731,1201.710327
510000,1193.317505,1200.435425,1207.249023,1208.377563,1197.951294,1202.493164
520000,1193.646851,1200.435425,1207.266479,1208.184448,1199.980591,1202.682007
530000,1195.442993,1200.435425,1207.266479,1208.290771,1200.354126,1202.682007
540000,1198.082275,1200.857178,1207.266479,1207.34729,1200.305786,1202.686523
550000,1198.870361,1203.907104,1207.266479,1207.02124,1204.581299,1202.69873
560000,1201.900269,1206.80896,1207.266479,1207.02124,1205.100708,1203.39917
570000,1202.636963,1206.85144,1207.266479,1207.02124,1205.180908,1201.452271
580000,1202.636963,1206.238281,1207.266479,1207.02124,1208.891113,1200.805908
590000,1202.636963,1208.613892,1206.716675,1207.02124,1209.018921,1200.254761
600000,1202.636963,1209.788696,1205.156128,1207.02124,1208.321533,1198.812134
610000,1202.636963,1211.200928,1204.321289,1206.07019,1208.886108,1200.231201
620000,1203.122681,1210.581787,1204.344238,1207.776611,1210.26355,1201.068359
630000,1201.823364,1210.622559,1204.344238,1207.552124,1211.628418,1202.730469
640000,1201.318848,1207.211548,1204.344238,1209.691162,1209.269287,1203.352661
650000,1202.383423,1209.47522,1204.704468,1209.988281,1208.59314,1203.756592
660000,1202.383423,1212.73291,1206.086792,1209.862427,1210.133179,1203.80249
670000,1202.206787,1213.599121,1206.782471,1207.490601,1209.369751,1204.638672
680000,1201.971802,1213.13269,1206.139648,1208.142822,1207.906006,1203.706055
690000,1203.928711,1213.514893,1206.977417,1208.894775,1204.913696,1201.195435
700000,1203.928711,1210.6875,1208.228271,1204.81311,1203.163696,1198.551147
710000,1203.928711,1211.084229,1206.922119,1206.130371,1205.340088,1199.484131
720000,1203.661133,1209.172241,1204.100464,1207.106934,1206.144775,1202.949097
730000,1202.410522,1206.215088,1204.394531,1211.881348,1207.247925,1202.747925
740000,1203.062256,1205.80481,1203.398193,1210.590088,1208.293701,1202.678833
750000,1202.933105,1205.885498,1204.259644,1209.948242,1205.458008,1199.493042
760000,1202.933105,1205.328003,1205.422241,1209.948242,1207.46521,1199.504639
770000,1201.700562,1200.446411,1205.565674,1209.948242,1208.298218,1199.817505
780000,1199.974365,1199.728271,1204.490601,1209.948242,1208.298218,1199.817505
790000,1201.615356,1200.370605,1204.490601,1209.948242,1208.298218,1199.817505
800000,1200.023315,1201.273193,1205.963623,1212.674561,1208.298218,1199.817505
810000,1199.200562,1198.849121,1205.725342,1215.083618,1208.298218,1199.817505
820000,1201.505859,1197.614136,1208.315552,1215.196289,1208.546997,1200.441284
830000,1199.820679,1197.546143,1208.283447,1215.020508,1210.628906,1204.738892
840000,1197.09436,1197.546143,1208.283447,1214.915771,1207.184326,1204.766113
850000,1195.140015,1197.665161,1208.283447,1215.905396,1205.22998,1204.619751
860000,1195.140015,1198.002563,1207.595703,1216.144287,1205.22998,1204.619751
870000,1195.140015,1197.852539,1204.412109,1215.547119,1205.991699,1205.292847
880000,1195.140015,1197.852539,1202.363281,1215.547119,1206.228394,1209.493408
890000,1196.458496,1197.58606,1202.289429,1215.547119,1206.270264,1209.315552
900000,1196.416504,1196.727905,1201.181519,1215.547119,1206.149536,1209.315552
910000,1195.909058,1197.359253,1200.579224,1215.547119,1206.276001,1209.315552
920000,1195.164917,1197.767944,1198.851563,1215.547119,1206.276001,1209.289673
930000,1193.221069,1199.266968,1201.644897,1215.547119,1206.276001,1210.699097
940000,1193.221069,1199.362061,1201.711182,1214.92395,1206.276001,1211.075806
